Timestamp,Posture
2022_07_29_21_20_20,1
2022_07_29_21_30_19,1
2022_07_29_21_40_19,5
2022_07_29_21_50_20,0
2022_07_29_22_00_20,0
2022_07_29_22_10_19,0
2022_07_29_22_20_19,0
2022_07_29_22_30_19,0
2022_07_29_22_40_19,0
2022_07_29_22_50_19,0
2022_07_29_23_00_19,3
2022_07_29_23_10_20,0
2022_07_29_23_20_19,0
2022_07_29_23_30_19,0
2022_07_29_23_40_19,2
2022_07_29_23_50_19,4
2022_07_30_00_00_19,4
2022_07_30_00_10_19,4
2022_07_30_00_20_19,1
2022_07_30_00_30_19,1
2022_07_30_00_40_19,0
2022_07_30_00_50_19,0
2022_07_30_01_00_19,3
2022_07_30_01_10_19,0
2022_07_30_01_20_19,0
2022_07_30_01_30_19,0
2022_07_30_01_40_19,0
2022_07_30_01_50_19,3
2022_07_30_02_00_19,0
2022_07_30_02_10_19,0
2022_07_30_02_20_19,3
2022_07_30_02_30_19,0
2022_07_30_02_40_19,0
2022_07_30_02_50_19,0
2022_07_30_03_00_19,4
2022_07_30_03_10_19,5
2022_07_30_03_20_19,4
2022_07_30_03_30_19,5
2022_07_30_03_40_19,0
2022_07_30_03_50_19,0
2022_07_30_04_00_19,0
2022_07_30_04_10_19,3
2022_07_30_04_20_19,4
2022_07_30_04_30_19,4
2022_07_30_04_40_19,4
2022_07_30_04_50_19,1
2022_07_30_05_00_19,1
2022_07_30_05_10_19,3
2022_07_30_05_20_19,3
2022_07_30_05_30_19,3
2022_07_30_05_40_19,0
2022_07_30_05_50_19,0
2022_07_30_06_00_19,3
2022_07_30_06_10_19,5
2022_07_30_06_20_20,5
2022_07_30_06_30_19,4
2022_07_30_06_40_20,5
2022_07_30_06_50_19,4
2022_07_30_07_00_20,4
2022_07_30_07_10_19,4
2022_07_30_07_20_19,4
2022_07_30_07_30_19,4
2022_07_30_07_40_19,4
2022_07_30_07_50_19,4
2022_07_30_08_00_19,5
2022_07_30_08_10_19,3
2022_07_30_08_20_19,3
2022_07_30_08_30_19,3
2022_07_30_08_40_19,4
2022_07_30_08_50_20,4
2022_07_30_09_00_19,4
2022_07_30_09_10_19,5
2022_07_30_09_20_19,3
2022_07_30_09_30_19,5
2022_07_30_09_40_19,4
2022_07_30_09_50_19,4
2022_07_30_10_00_19,4
2022_07_30_10_10_19,1
2022_07_30_10_20_20,5
2022_07_30_10_30_19,4
2022_07_30_10_40_19,4
2022_07_30_10_50_20,4
2022_07_30_11_00_19,5
2022_07_30_11_10_19,2
2022_07_30_11_20_19,4
2022_07_30_11_30_19,4
2022_07_30_11_40_19,4
2022_07_30_11_50_19,4
2022_07_30_12_00_19,3
2022_07_30_12_10_19,3
2022_07_30_12_20_19,3
2022_07_30_12_30_19,3
2022_07_30_12_40_19,3
2022_07_30_12_50_19,0
2022_07_30_13_00_19,0
2022_07_30_13_10_20,5
2022_07_30_13_20_19,4
2022_07_30_13_30_19,4
2022_07_30_13_40_19,4
2022_07_30_13_50_19,5
2022_07_30_14_00_20,4
2022_07_30_14_10_20,4
2022_07_30_14_20_20,4
2022_07_30_14_30_20,1
2022_07_30_14_40_20,4
2022_07_30_14_50_20,5
2022_07_30_15_00_20,5
2022_07_30_15_10_19,5
2022_07_30_15_20_20,0
2022_07_30_15_30_19,0
2022_07_30_15_40_20,0
2022_07_30_15_50_19,0
2022_07_30_16_00_19,0
2022_07_30_16_10_19,0
2022_07_30_16_20_19,0
2022_07_30_16_30_19,0
2022_07_30_16_40_20,4
2022_07_30_16_50_19,4
2022_07_30_17_00_19,1
2022_07_30_17_10_20,1
2022_07_30_17_20_20,1
2022_07_30_17_30_19,1
2022_07_30_17_40_19,1
2022_07_30_17_50_20,1
2022_07_30_18_00_19,1
2022_07_30_18_10_19,1
2022_07_30_18_20_19,1
2022_07_30_18_30_19,1
2022_07_30_18_40_19,1
2022_07_30_20_40_19,0
2022_07_30_20_50_19,0
2022_07_30_21_20_20,0
2022_07_30_21_30_19,0
2022_07_30_21_40_19,0
2022_07_30_21_50_19,0
2022_07_30_22_00_19,0
2022_07_30_22_10_19,0
2022_07_30_22_20_19,0
2022_07_30_22_30_19,0
2022_07_30_22_40_19,0
2022_07_30_22_50_19,0
2022_07_30_23_00_19,0
2022_07_30_23_10_19,1
2022_07_30_23_20_19,1
2022_07_30_23_30_19,1
2022_07_30_23_40_19,4
2022_07_30_23_50_19,1
2022_07_31_00_00_19,1
2022_07_31_00_10_19,1
2022_07_31_00_20_19,2
2022_07_31_00_30_19,0
2022_07_31_00_40_19,3
2022_07_31_00_50_19,3
2022_07_31_01_00_19,0
2022_07_31_01_10_19,0
2022_07_31_01_20_19,0
2022_07_31_01_30_19,0
2022_07_31_01_40_19,0
2022_07_31_01_50_19,3
2022_07_31_02_00_19,0
2022_07_31_02_10_19,3
2022_07_31_02_20_19,3
2022_07_31_02_30_19,0
2022_07_31_02_40_19,4
2022_07_31_02_50_19,1
2022_07_31_03_00_19,1
2022_07_31_03_10_19,1
2022_07_31_03_20_19,1
2022_07_31_03_30_19,1
2022_07_31_03_40_19,1
2022_07_31_03_50_19,5
2022_07_31_04_00_19,0
2022_07_31_04_10_19,0
2022_07_31_04_20_19,0
2022_07_31_04_30_18,5
2022_07_31_04_40_19,1
2022_07_31_04_50_19,1
2022_07_31_05_00_19,1
2022_07_31_05_10_19,1
2022_07_31_05_20_19,4
2022_07_31_05_30_19,4
2022_07_31_05_40_19,4
2022_07_31_05_50_19,4
2022_07_31_06_00_19,4
2022_07_31_06_10_19,4
2022_07_31_06_20_19,4
2022_07_31_06_30_19,4
2022_07_31_06_40_19,4
2022_07_31_06_50_19,5
2022_07_31_07_00_19,4
2022_07_31_07_10_19,4
2022_07_31_07_20_19,4
2022_07_31_07_30_19,4
2022_07_31_07_40_19,4
2022_07_31_07_50_19,4
2022_07_31_08_00_19,4
2022_07_31_08_10_19,4
2022_07_31_08_20_19,4
2022_07_31_08_30_19,5
2022_07_31_08_40_19,5
2022_07_31_08_50_19,5
2022_07_31_09_00_19,5
2022_07_31_09_10_19,3
2022_07_31_09_20_19,3
2022_07_31_09_30_19,3
2022_07_31_09_40_19,5
2022_07_31_09_50_19,4
2022_07_31_10_00_19,4
2022_07_31_10_10_19,5
2022_07_31_10_20_19,3
2022_07_31_10_30_19,3
2022_07_31_10_40_19,3
2022_07_31_10_50_19,4
2022_07_31_11_00_19,4
2022_07_31_11_10_19,4
2022_07_31_11_20_19,2
2022_07_31_11_30_19,4
2022_07_31_11_40_19,2
2022_07_31_11_50_19,3
2022_07_31_12_00_19,3
2022_07_31_12_10_19,3
2022_07_31_12_20_19,3
2022_07_31_12_30_19,3
2022_07_31_12_40_19,3
2022_07_31_12_50_19,3
2022_07_31_13_00_20,5
2022_07_31_13_10_19,5
2022_07_31_13_20_19,4
2022_07_31_13_30_19,5
2022_07_31_13_40_19,4
2022_07_31_13_50_19,4
2022_07_31_14_00_19,4
2022_07_31_14_10_19,2
2022_07_31_14_20_19,4
2022_07_31_14_30_19,4
2022_07_31_14_40_19,4
2022_07_31_14_50_19,1
2022_07_31_15_00_20,1
2022_07_31_15_10_20,1
2022_07_31_15_20_19,1
2022_07_31_15_30_19,1
2022_07_31_15_40_19,1
2022_07_31_15_50_20,1
2022_07_31_16_00_19,5
2022_07_31_16_10_19,0
2022_07_31_16_20_19,0
2022_07_31_16_30_19,0
2022_07_31_16_40_20,0
2022_07_31_16_50_20,0
2022_07_31_17_00_19,0
2022_07_31_17_10_19,0
2022_07_31_17_20_19,0
2022_07_31_17_30_19,0
2022_07_31_17_40_19,0
2022_07_31_17_50_19,0
2022_07_31_18_00_19,0
2022_07_31_18_10_20,0
2022_07_31_18_20_19,0
2022_07_31_18_30_19,0
2022_07_31_18_40_19,0
2022_07_31_18_50_19,0
2022_07_31_19_00_19,0
2022_07_31_19_10_19,0
2022_07_31_19_20_19,0
2022_07_31_19_30_19,0
2022_07_31_19_40_19,0
2022_07_31_19_50_19,0
2022_07_31_20_00_19,0
2022_07_31_20_10_19,0
2022_07_31_20_20_19,1
2022_07_31_20_30_19,1
2022_07_31_20_40_19,1
2022_07_31_20_50_19,1
2022_07_31_21_00_19,1
2022_07_31_21_10_19,1
2022_07_31_21_20_19,1
2022_07_31_21_30_19,1
2022_07_31_21_40_19,1
2022_07_31_21_50_20,1
2022_07_31_22_00_20,1
2022_07_31_22_10_19,1
2022_07_31_22_20_20,1
2022_07_31_22_30_20,1
2022_07_31_22_40_19,1
2022_07_31_22_50_19,1
2022_07_31_23_00_19,1
2022_07_31_23_10_19,4
2022_07_31_23_20_19,4
2022_07_31_23_30_19,0
2022_07_31_23_40_19,0
2022_07_31_23_50_20,0
2022_08_01_00_00_19,0
2022_08_01_00_10_19,0
2022_08_01_00_20_19,0
2022_08_01_00_30_19,0
2022_08_01_00_40_19,0
2022_08_01_00_50_19,0
2022_08_01_01_00_19,0
2022_08_01_01_10_19,3
2022_08_01_01_20_19,1
2022_08_01_01_30_19,1
2022_08_01_01_40_19,1
2022_08_01_01_50_20,1
2022_08_01_02_00_20,4
2022_08_01_02_10_20,4
2022_08_01_02_20_19,4
2022_08_01_02_30_19,4
2022_08_01_02_40_19,1
2022_08_01_02_50_19,1
2022_08_01_03_00_19,4
2022_08_01_03_10_19,4
2022_08_01_03_20_19,1
2022_08_01_03_30_20,1
2022_08_01_03_40_19,1
2022_08_01_03_50_19,1
2022_08_01_04_00_20,5
2022_08_01_04_10_19,0
2022_08_01_04_20_19,3
2022_08_01_04_30_19,3
2022_08_01_04_40_19,0
2022_08_01_04_50_19,0
2022_08_01_05_00_19,0
2022_08_01_05_10_19,3
2022_08_01_05_20_19,3
2022_08_01_05_30_19,3
2022_08_01_05_40_19,3
2022_08_01_05_50_19,3
2022_08_01_06_00_19,3
2022_08_01_06_10_19,4
2022_08_01_06_20_20,4
2022_08_01_06_30_19,4
2022_08_01_06_40_19,4
2022_08_01_06_50_19,4
2022_08_01_07_00_19,4
2022_08_01_07_10_19,5
2022_08_01_07_20_19,4
2022_08_01_07_30_19,4
2022_08_01_07_40_20,4
2022_08_01_07_50_19,3
2022_08_01_08_00_19,3
2022_08_01_08_10_20,5
2022_08_01_08_20_20,4
2022_08_01_08_30_20,4
2022_08_01_08_40_19,4
2022_08_01_08_50_19,4
2022_08_01_09_00_19,4
2022_08_01_09_10_19,5
2022_08_01_09_20_19,4
2022_08_01_09_30_20,5
2022_08_01_09_40_20,5
2022_08_01_09_50_19,5
2022_08_01_10_00_19,3
2022_08_01_10_10_19,5
2022_08_01_10_20_19,4
2022_08_01_10_30_19,4
2022_08_01_10_40_19,4
2022_08_01_10_50_19,4
2022_08_01_11_00_19,5
2022_08_01_11_10_20,3
2022_08_01_11_20_19,3
2022_08_01_11_30_19,3
2022_08_01_11_40_19,3
2022_08_01_11_50_19,3
2022_08_01_12_00_19,3
2022_08_01_12_10_19,3
2022_08_01_12_20_20,5
2022_08_01_12_30_19,4
2022_08_01_12_40_19,4
2022_08_01_12_50_19,4
2022_08_01_13_00_19,4
2022_08_01_13_10_19,5
2022_08_01_13_20_19,4
2022_08_01_13_30_19,4
2022_08_01_13_40_19,3
2022_08_01_13_50_19,3
2022_08_01_14_00_19,3
2022_08_01_14_10_19,0
2022_08_01_14_20_19,3
2022_08_01_14_30_19,0
2022_08_01_14_40_19,0
2022_08_01_14_50_19,0
2022_08_01_15_00_19,0
2022_08_01_15_10_19,0
2022_08_01_15_20_19,0
2022_08_01_15_30_19,0
2022_08_01_15_40_19,0
2022_08_01_15_50_19,0
2022_08_01_16_00_19,0
2022_08_01_16_10_19,0
2022_08_01_16_20_19,0
2022_08_01_16_30_19,0
2022_08_01_16_40_19,0
2022_08_01_16_50_19,0
2022_08_01_17_00_19,0
2022_08_01_17_10_19,3
2022_08_01_17_20_19,0
2022_08_01_17_30_19,0
2022_08_01_17_40_19,0
2022_08_01_17_50_19,0
2022_08_01_18_00_19,0
2022_08_01_18_10_19,0
2022_08_01_18_20_20,0
2022_08_01_18_30_19,0
2022_08_01_18_40_19,0
2022_08_01_18_50_19,0
2022_08_01_19_00_19,0
2022_08_01_19_10_19,0
2022_08_01_19_20_19,0
2022_08_01_19_30_19,0
2022_08_01_19_40_19,0
2022_08_01_19_50_19,0
2022_08_01_20_00_19,0
2022_08_01_20_10_19,0
2022_08_01_20_20_19,0
2022_08_01_20_30_20,0
2022_08_01_20_40_19,0
2022_08_01_20_50_20,0
2022_08_01_21_00_19,3
2022_08_01_21_10_19,4
2022_08_01_21_20_19,1
2022_08_01_21_30_19,1
2022_08_01_21_40_19,1
2022_08_01_21_50_19,1
2022_08_01_22_00_19,1
2022_08_01_22_10_19,1
2022_08_01_22_20_19,1
2022_08_01_22_30_19,1
2022_08_01_22_40_19,1
2022_08_01_22_50_19,1
2022_08_01_23_00_20,1
2022_08_01_23_10_19,3
2022_08_01_23_20_19,0
2022_08_01_23_30_19,0
2022_08_01_23_40_19,0
2022_08_01_23_50_19,0
2022_08_02_00_00_19,0
2022_08_02_00_10_19,0
2022_08_02_00_20_19,0
2022_08_02_00_30_19,0
2022_08_02_00_40_19,0
2022_08_02_00_50_20,0
2022_08_02_01_00_19,1
2022_08_02_01_10_19,1
2022_08_02_01_20_19,1
2022_08_02_01_30_19,1
2022_08_02_01_40_19,1
2022_08_02_01_50_19,1
2022_08_02_02_00_19,1
2022_08_02_02_10_19,1
2022_08_02_02_20_19,4
2022_08_02_02_30_19,4
2022_08_02_02_40_19,1
2022_08_02_02_50_19,2
2022_08_02_03_00_19,3
2022_08_02_03_10_19,3
2022_08_02_03_20_20,0
2022_08_02_03_30_20,0
2022_08_02_03_40_19,3
2022_08_02_03_50_19,3
2022_08_02_04_00_19,3
2022_08_02_04_10_19,5
2022_08_02_04_20_19,4
2022_08_02_04_30_19,4
2022_08_02_04_40_20,2
2022_08_02_04_50_19,4
2022_08_02_05_00_19,4
2022_08_02_05_10_19,4
2022_08_02_05_20_19,4
2022_08_02_05_30_19,4
2022_08_02_05_40_19,4
2022_08_02_05_50_19,4
2022_08_02_06_00_19,2
2022_08_02_06_10_19,5
2022_08_02_06_20_19,4
2022_08_02_06_30_19,4
2022_08_02_06_40_19,4
2022_08_02_06_50_20,4
2022_08_02_07_00_19,5
2022_08_02_07_10_19,4
2022_08_02_07_20_20,4
2022_08_02_07_30_19,4
2022_08_02_07_40_20,4
2022_08_02_07_50_19,4
2022_08_02_08_00_19,4
2022_08_02_08_10_19,4
2022_08_02_08_20_19,5
2022_08_02_08_30_19,5
2022_08_02_08_40_19,5
2022_08_02_08_50_20,3
2022_08_02_09_00_19,3
2022_08_02_09_10_19,5
2022_08_02_09_20_19,4
2022_08_02_09_30_19,4
2022_08_02_09_40_19,5
2022_08_02_09_50_19,3
2022_08_02_10_00_19,5
2022_08_02_10_10_19,4
2022_08_02_10_20_19,4
2022_08_02_10_30_19,4
2022_08_02_10_40_19,4
2022_08_02_10_50_19,4
2022_08_02_11_00_19,4
2022_08_02_11_10_19,4
2022_08_02_11_20_19,5
2022_08_02_11_30_19,4
2022_08_02_11_40_19,4
2022_08_02_11_50_19,4
2022_08_02_12_00_19,4
2022_08_02_12_10_19,5
2022_08_02_12_20_19,5
2022_08_02_12_30_19,5
2022_08_02_12_40_19,5
2022_08_02_12_50_19,4
2022_08_02_13_00_19,4
2022_08_02_13_10_19,4
2022_08_02_13_20_19,4
2022_08_02_13_30_19,3
2022_08_02_13_40_19,3
2022_08_02_13_50_19,3
2022_08_02_14_00_19,0
2022_08_02_14_10_19,0
2022_08_02_14_20_19,0
2022_08_02_14_30_19,3
2022_08_02_14_40_19,0
2022_08_02_14_50_19,0
2022_08_02_15_00_19,0
2022_08_02_15_10_19,0
2022_08_02_15_20_19,0
2022_08_02_15_30_19,0
2022_08_02_15_40_19,0
2022_08_02_15_50_19,0
2022_08_02_16_00_19,0
2022_08_02_16_10_19,3
2022_08_02_16_20_19,3
2022_08_02_16_30_19,4
2022_08_02_16_40_19,5
2022_08_02_16_50_19,4
2022_08_02_17_00_19,4
2022_08_02_17_10_19,1
2022_08_02_17_20_19,4
2022_08_02_17_30_19,1
2022_08_02_17_40_19,1
2022_08_02_17_50_19,1
2022_08_02_18_00_20,1
2022_08_02_18_10_20,1
2022_08_02_18_20_19,1
2022_08_02_18_30_19,1
2022_08_02_18_40_19,1
2022_08_02_18_50_19,1
2022_08_02_19_00_19,1
2022_08_02_19_10_19,1
2022_08_02_19_20_19,1
2022_08_02_19_30_19,1
2022_08_02_19_40_19,1
2022_08_02_19_50_19,1
2022_08_02_20_00_19,1
2022_08_02_20_10_19,1
2022_08_02_20_20_19,1
2022_08_02_20_30_19,1
2022_08_02_20_40_19,1
2022_08_02_20_50_19,1
2022_08_02_21_00_19,1
2022_08_02_21_10_19,1
2022_08_02_21_20_19,1
2022_08_02_21_30_19,1
2022_08_02_21_40_19,1
2022_08_02_21_50_19,1
2022_08_02_22_00_19,1
2022_08_02_22_10_20,3
2022_08_02_22_20_19,0
2022_08_02_22_30_19,0
2022_08_02_22_40_20,0
2022_08_02_22_50_19,0
2022_08_02_23_00_20,0
2022_08_02_23_10_20,0
2022_08_02_23_20_19,0
2022_08_02_23_30_19,0
2022_08_02_23_40_19,0
2022_08_02_23_50_19,0
2022_08_03_00_00_19,0
2022_08_03_00_10_19,0
2022_08_03_00_20_20,0
2022_08_03_00_30_19,0
2022_08_03_00_40_19,0
2022_08_03_00_50_19,0
2022_08_03_01_00_20,0
2022_08_03_01_10_19,0
2022_08_03_01_20_19,0
2022_08_03_01_30_19,3
2022_08_03_01_40_19,0
2022_08_03_01_50_19,3
2022_08_03_02_00_19,3
2022_08_03_02_10_19,3
2022_08_03_02_20_19,5
2022_08_03_02_30_19,4
2022_08_03_02_40_19,4
2022_08_03_02_50_19,1
2022_08_03_03_00_19,1
2022_08_03_03_10_19,4
2022_08_03_03_20_19,1
2022_08_03_03_30_19,2
2022_08_03_03_40_19,4
2022_08_03_03_50_19,4
2022_08_03_04_00_19,4
2022_08_03_04_10_19,4
2022_08_03_04_20_19,4
2022_08_03_04_30_19,2
2022_08_03_04_40_19,4
2022_08_03_04_50_19,4
2022_08_03_05_00_19,4
2022_08_03_05_10_19,3
2022_08_03_05_20_19,3
2022_08_03_05_30_19,3
2022_08_03_05_40_19,0
2022_08_03_05_50_19,0
2022_08_03_06_00_19,0
2022_08_03_06_10_19,0
2022_08_03_06_20_19,5
2022_08_03_06_30_20,4
2022_08_03_06_40_19,4
2022_08_03_06_50_19,4
2022_08_03_07_00_19,4
2022_08_03_07_10_19,4
2022_08_03_07_20_19,4
2022_08_03_07_30_19,4
2022_08_03_07_40_19,2
2022_08_03_07_50_19,4
2022_08_03_08_00_19,4
2022_08_03_08_10_20,4
2022_08_03_08_20_19,4
2022_08_03_08_30_19,5
2022_08_03_08_40_20,5
2022_08_03_08_50_19,5
2022_08_03_09_00_19,3
2022_08_03_09_10_19,5
2022_08_03_09_20_19,3
2022_08_03_09_30_19,4
2022_08_03_09_40_19,5
2022_08_03_09_50_19,5
2022_08_03_10_00_19,5
2022_08_03_10_10_19,4
2022_08_03_10_20_19,4
2022_08_03_10_30_19,4
2022_08_03_10_40_19,3
2022_08_03_10_50_19,2
2022_08_03_11_00_19,4
2022_08_03_11_10_19,4
2022_08_03_11_20_19,4
2022_08_03_11_30_19,4
2022_08_03_11_40_19,4
2022_08_03_11_50_19,4
2022_08_03_12_00_19,3
2022_08_03_12_10_20,3
2022_08_03_12_20_19,3
2022_08_03_12_30_19,3
2022_08_03_12_40_19,3
2022_08_03_12_50_19,4
2022_08_03_13_00_20,5
2022_08_03_13_10_19,5
2022_08_03_13_20_19,5
2022_08_03_13_30_19,2
2022_08_03_13_40_19,5
2022_08_03_13_50_19,4
2022_08_03_14_00_19,5
2022_08_03_14_10_20,4
2022_08_03_14_20_19,4
2022_08_03_14_30_19,4
2022_08_03_14_40_19,4
2022_08_03_14_50_19,5
2022_08_03_15_00_19,3
2022_08_03_15_10_19,3
2022_08_03_15_20_19,3
2022_08_03_15_30_19,3
2022_08_03_15_40_19,3
2022_08_03_15_50_19,0
2022_08_03_16_00_19,0
2022_08_03_16_10_19,0
2022_08_03_16_20_19,0
2022_08_03_16_30_19,0
2022_08_03_16_40_19,0
2022_08_03_16_50_19,0
2022_08_03_17_00_19,0
2022_08_03_17_10_19,0
2022_08_03_17_20_19,0
2022_08_03_17_30_19,0
2022_08_03_17_40_19,0
2022_08_03_17_50_19,0
2022_08_03_18_00_19,0
2022_08_03_18_10_19,0
2022_08_03_18_20_19,4
2022_08_03_18_30_19,4
2022_08_03_18_40_19,1
2022_08_03_18_50_20,1
2022_08_03_19_00_20,1
2022_08_03_19_10_20,1
2022_08_03_19_20_19,1
2022_08_03_19_30_19,1
2022_08_03_19_40_20,1
2022_08_03_19_50_20,1
2022_08_03_20_00_20,4
2022_08_03_20_10_20,1
2022_08_03_20_20_20,1
2022_08_03_20_30_19,4
2022_08_03_20_40_19,4
2022_08_03_20_50_20,1
2022_08_03_21_00_19,3
2022_08_03_21_10_19,3
2022_08_03_21_20_19,0
2022_08_03_21_30_19,0
2022_08_03_21_40_19,0
2022_08_03_21_50_19,0
2022_08_03_22_00_19,0
2022_08_03_22_10_20,0
2022_08_03_22_20_19,0
2022_08_03_22_30_19,0
2022_08_03_22_40_19,0
2022_08_03_22_50_19,0
2022_08_03_23_00_19,0
2022_08_03_23_10_19,0
2022_08_03_23_20_19,0
2022_08_03_23_30_19,0
2022_08_03_23_40_19,0
2022_08_03_23_50_19,0
2022_08_04_00_00_19,0
2022_08_04_00_10_20,0
2022_08_04_00_20_19,0
2022_08_04_00_30_20,0
2022_08_04_00_40_19,4
2022_08_04_00_50_19,4
2022_08_04_01_00_19,3
2022_08_04_01_10_19,3
2022_08_04_01_20_20,0
2022_08_04_01_30_19,0
2022_08_04_01_40_19,0
2022_08_04_01_50_19,0
2022_08_04_02_00_19,3
2022_08_04_02_10_19,3
2022_08_04_02_20_19,3
2022_08_04_02_30_20,3
2022_08_04_02_40_19,3
2022_08_04_02_50_19,5
2022_08_04_03_00_19,4
2022_08_04_03_10_19,4
2022_08_04_03_20_19,4
2022_08_04_03_30_19,4
2022_08_04_03_40_19,4
2022_08_04_03_50_19,4
2022_08_04_04_00_19,4
2022_08_04_04_10_19,4
2022_08_04_04_20_19,4
2022_08_04_04_30_19,4
2022_08_04_04_40_19,5
2022_08_04_04_50_19,5
2022_08_04_05_00_19,3
2022_08_04_05_10_19,3
2022_08_04_05_20_19,3
2022_08_04_05_30_19,3
2022_08_04_05_40_19,3
2022_08_04_05_50_19,3
2022_08_04_06_00_19,3
2022_08_04_06_10_19,3
2022_08_04_06_20_19,3
2022_08_04_06_30_19,4
2022_08_04_06_40_19,4
2022_08_04_06_50_19,4
2022_08_04_07_00_19,4
2022_08_04_07_10_19,4
2022_08_04_07_20_19,4
2022_08_04_07_30_19,4
2022_08_04_07_40_19,4
2022_08_04_07_50_19,5
2022_08_04_08_00_19,5
2022_08_04_08_10_19,5
2022_08_04_08_20_19,5
2022_08_04_08_30_19,5
2022_08_04_08_40_19,3
2022_08_04_08_50_19,5
2022_08_04_09_00_20,5
2022_08_04_09_10_19,3
2022_08_04_09_20_19,3
2022_08_04_09_30_19,3
2022_08_04_09_40_19,4
2022_08_04_09_50_19,4
2022_08_04_10_00_20,4
2022_08_04_10_10_19,4
2022_08_04_10_20_19,5
2022_08_04_10_30_19,5
2022_08_04_10_40_19,4
2022_08_04_10_50_19,4
2022_08_04_11_00_19,4
2022_08_04_11_10_20,4
2022_08_04_11_20_19,4
2022_08_04_11_30_19,3
2022_08_04_11_40_19,3
2022_08_04_11_50_19,5
2022_08_04_12_00_19,5
2022_08_04_12_10_20,5
2022_08_04_12_20_19,5
2022_08_04_12_30_19,4
2022_08_04_12_40_20,4
2022_08_04_12_50_19,4
2022_08_04_13_00_19,4
2022_08_04_13_10_19,4
2022_08_04_13_20_19,4
2022_08_04_13_30_19,5
2022_08_04_13_40_19,5
2022_08_04_13_50_19,4
2022_08_04_14_00_19,4
2022_08_04_14_10_19,4
2022_08_04_14_20_19,4
2022_08_04_14_30_19,5
2022_08_04_14_40_19,4
2022_08_04_14_50_19,4
2022_08_04_15_00_19,4
2022_08_04_15_10_19,3
2022_08_04_15_20_19,3
2022_08_04_15_30_19,3
2022_08_04_15_40_19,3
2022_08_04_15_50_19,3
2022_08_04_16_00_19,3
2022_08_04_16_10_19,3
2022_08_04_16_20_19,0
2022_08_04_16_30_19,0
2022_08_04_16_40_19,0
2022_08_04_16_50_19,0
2022_08_04_17_00_19,0
2022_08_04_17_10_19,0
2022_08_04_17_20_20,0
2022_08_04_17_30_19,0
2022_08_04_17_40_19,0
2022_08_04_17_50_19,0
2022_08_04_18_00_19,0
2022_08_04_18_10_19,0
2022_08_04_18_20_19,0
2022_08_04_18_30_19,0
2022_08_04_18_40_19,0
2022_08_04_18_50_19,0
2022_08_04_19_00_19,0
2022_08_04_19_10_19,0
2022_08_04_19_20_19,0
2022_08_04_19_30_19,0
2022_08_04_19_40_19,0
2022_08_04_19_50_19,0
2022_08_04_20_00_19,0
2022_08_04_20_10_19,0
2022_08_04_20_20_19,1
2022_08_04_20_30_20,1
2022_08_04_20_40_19,1
2022_08_04_20_50_19,1
2022_08_04_21_00_19,1
2022_08_04_21_10_19,1
2022_08_04_21_20_19,1
2022_08_04_21_30_19,1
2022_08_04_21_40_19,1
2022_08_04_21_50_19,4
2022_08_04_22_00_19,1
2022_08_04_22_10_20,1
2022_08_04_22_20_19,4
2022_08_04_22_30_19,4
2022_08_04_22_40_19,1
2022_08_04_22_50_19,1
2022_08_04_23_00_19,1
2022_08_04_23_10_19,1
2022_08_04_23_20_19,1
2022_08_04_23_30_19,1
2022_08_04_23_40_20,1
2022_08_04_23_50_19,1
2022_08_05_00_00_19,1
2022_08_05_08_00_19,5
2022_08_05_08_10_19,4
2022_08_05_08_20_19,5
2022_08_05_08_30_19,5
2022_08_05_08_40_19,5
2022_08_05_08_50_19,5
2022_08_05_09_00_19,5
2022_08_05_09_10_19,5
2022_08_05_09_20_19,3
2022_08_05_09_30_19,3
2022_08_05_09_40_19,4
2022_08_05_09_50_19,4
2022_08_05_10_00_19,4
2022_08_05_10_10_19,4
2022_08_05_10_20_19,4
2022_08_05_10_30_19,5
2022_08_05_10_40_19,3
2022_08_05_10_50_19,3
2022_08_05_11_00_19,3
2022_08_05_11_10_19,3
2022_08_05_11_20_19,3
2022_08_05_11_30_19,3
2022_08_05_11_40_19,5
2022_08_05_11_50_19,4
2022_08_05_12_00_19,4
2022_08_05_12_10_19,4
2022_08_05_12_20_19,4
2022_08_05_12_30_19,4
2022_08_05_12_40_19,4
2022_08_05_12_50_19,4
2022_08_05_13_00_19,4
2022_08_05_13_10_19,4
2022_08_05_13_20_19,3
2022_08_05_13_30_19,3
2022_08_05_13_40_19,3
2022_08_05_13_50_19,0
2022_08_05_14_00_19,3
2022_08_05_14_10_19,0
2022_08_05_14_20_19,0
2022_08_05_14_30_19,0
2022_08_05_14_40_19,0
2022_08_05_14_50_19,0
2022_08_05_15_00_19,0
2022_08_05_15_10_19,0
2022_08_05_15_20_19,0
2022_08_05_15_30_19,0
2022_08_05_15_40_19,0
2022_08_05_15_50_19,0
2022_08_05_16_00_19,0
2022_08_05_16_10_19,0
2022_08_05_16_20_19,0
2022_08_05_16_30_19,0
2022_08_05_16_40_19,0
2022_08_05_16_50_19,0
2022_08_05_17_00_19,0
2022_08_05_17_10_19,0
2022_08_05_17_20_19,0
2022_08_05_17_30_19,4
2022_08_05_17_40_19,4
2022_08_05_17_50_19,4
2022_08_05_18_00_19,1
2022_08_05_18_10_19,1
2022_08_05_18_20_19,1
2022_08_05_18_30_19,2
